row_index,reason,ref_keyinvoice,ref_woocomerce,categoria,subcategoria,marca,nome,cor,tamanho,gtin
676,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,35,000
677,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,36,000
678,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,37,000
679,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,38,000
680,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,39,000
681,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,40,000
682,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,41,000
683,GTIN inválido (menos de 8 dígitos),18747,nan,Senhora,Botas,Martico,Pearl,Verde,42,000
684,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,35,000
685,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,36,000
686,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,37,000
687,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,38,000
688,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,39,000
689,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,40,000
690,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,41,000
691,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Preto,42,000
692,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,35,000
693,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,36,000
694,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,37,000
695,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,38,000
696,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,39,000
697,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,40,000
698,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,41,000
699,GTIN inválido (menos de 8 dígitos),18750,nan,Senhora,Botas,Martico,Emily,Castanho Cognac,42,000
700,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,35,000
701,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,36,000
702,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,37,000
703,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,38,000
704,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,39,000
705,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,40,000
706,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,41,000
707,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Castanho Cognac,42,000
708,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,35,000
709,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,36,000
710,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,37,000
711,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,38,000
712,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,39,000
713,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,40,000
714,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,41,000
715,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Preto,42,000
716,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,35,000
717,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,36,000
718,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,37,000
719,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,38,000
720,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,39,000
721,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,40,000
722,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,41,000
723,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Verde,42,000
724,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Vermelho,35,000
725,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Vermelho,37,000
726,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Vermelho,39,000
727,GTIN inválido (menos de 8 dígitos),19574,nan,Senhora,Oxford,Martico,Grace,Vermelho,40,000
728,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,35,000
729,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,36,000
730,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,37,000
731,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,38,000
732,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,39,000
733,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,40,000
734,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,41,000
735,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Preto,42,000
736,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Verde,35,000
737,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Verde,36,000
738,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Verde,37,000
739,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Verde,38,000
740,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Verde,39,000
741,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Verde,40,000
742,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Verde,41,000
743,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,35,000
744,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,36,000
745,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,37,000
746,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,38,000
747,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,39,000
748,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,40,000
749,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,41,000
750,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Cognac Castanho,42,000
751,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Vermelho,36,000
752,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Vermelho,36,000
753,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Vermelho,37,000
754,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Vermelho,38,000
755,GTIN inválido (menos de 8 dígitos),19608,nan,Senhora,Oxford,Martico,Dori,Vermelho,39,000
756,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Azul,35,000
757,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Azul,36,000
758,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Azul,37,000
759,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Azul,38,000
760,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Azul,39,000
761,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Azul,40,000
762,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,35,000
763,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,36,000
764,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,37,000
765,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,38,000
766,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,39,000
767,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,40,000
768,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,41,000
769,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Castanho Escuro,42,000
770,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,35,000
771,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,36,000
772,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,37,000
773,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,38,000
774,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,39,000
775,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,40,000
776,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,41,000
777,GTIN inválido (menos de 8 dígitos),19610,nan,Senhora,Fivela,Martico,Josi,Preto,42,000
778,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,35,000
779,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,36,000
780,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,37,000
781,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,38,000
782,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,39,000
783,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,40,000
784,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,41,000
785,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Azul,42,000
786,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,35,000
787,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,36,000
788,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,37,000
789,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,38,000
790,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,39,000
791,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,40,000
792,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,41,000
793,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Preto,42,000
794,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Vermelho,35,000
795,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Vermelho,36,000
796,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Vermelho,37,000
797,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Vermelho,38,000
798,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Vermelho,39,000
799,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Vermelho,40,000
800,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,35,000
801,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,36,000
802,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,37,000
803,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,38,000
804,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,39,000
805,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,40,000
806,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,41,000
807,GTIN inválido (menos de 8 dígitos),19612,nan,Senhora,Loafer,Martico,Meg,Verde,42,000
808,GTIN inválido (menos de 8 dígitos),82964,nan,Senhora,Botas,Hercules,Elise,Bege Camurça,35,000
809,GTIN inválido (menos de 8 dígitos),82964,nan,Senhora,Botas,Hercules,Elise,Bege Camurça,36,000
810,GTIN inválido (menos de 8 dígitos),82964,nan,Senhora,Botas,Hercules,Elise,Bege Camurça,37,000
811,GTIN inválido (menos de 8 dígitos),82964,nan,Senhora,Botas,Hercules,Elise,Bege Camurça,38,000
812,GTIN inválido (menos de 8 dígitos),82964,nan,Senhora,Botas,Hercules,Elise,Bege Camurça,39,000
813,GTIN inválido (menos de 8 dígitos),82964,nan,Senhora,Botas,Hercules,Elise,Bege Camurça,40,000
814,GTIN inválido (menos de 8 dígitos),82964,nan,Senhora,Botas,Hercules,Elise,Bege Camurça,41,000
815,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Castanho Camurça,39,000
816,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Castanho Camurça,40,000
817,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Castanho Camurça,41,000
818,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Castanho Camurça,42,000
819,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Castanho Camurça,43,000
820,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Castanho Camurça,44,000
821,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Verde Camurça,30,000
822,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Verde Camurça,41,000
823,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Verde Camurça,42,000
824,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Verde Camurça,43,000
825,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Verde Camurça,44,000
826,GTIN inválido (menos de 8 dígitos),4334,nan,Homem,Sandálias,Hercules,Evan,Verde Camurça,45,000
827,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,38,000
828,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,39,000
829,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,40,000
830,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,41,000
831,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,42,000
832,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,43,000
833,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,44,000
834,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,45,000
835,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Castanho Ebony,46,000
836,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,37,000
837,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,38,000
838,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,39,000
839,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,40,000
840,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,41,000
841,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,42,000
842,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,43,000
843,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,44,000
844,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,45,000
845,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Preto,46,000
846,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Cinza Camurça,38,000
847,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Cinza Camurça,39,000
848,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Cinza Camurça,40,000
849,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Cinza Camurça,41,000
850,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Cinza Camurça,44,000
851,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Mel Camurça,41,000
852,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Mel Camurça,42,000
853,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Mel Camurça,43,000
854,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Mel Camurça,44,000
855,GTIN inválido (menos de 8 dígitos),82548,nan,Homem,Botas,Hercules,Arlo,Mel Camurça,45,000
856,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,39,000
857,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,40,000
858,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,41,000
859,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,42,000
860,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,43,000
861,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,44,000
862,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,45,000
863,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Preto Polido,46,000
864,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Bordeaux Polido,40,000
865,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Bordeaux Polido,41,000
866,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Bordeaux Polido,42,000
867,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Bordeaux Polido,43,000
868,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Bordeaux Polido,44,000
869,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Bordeaux Polido,45,000
870,GTIN inválido (menos de 8 dígitos),82596,nan,Homem,Loafer,Hercules,Ravi,Bordeaux Polido,46,000
871,GTIN inválido (menos de 8 dígitos),82647,nan,Homem,Oxford,Hercules,Helmer,Castanho Escuro Camurça,39,000
872,GTIN inválido (menos de 8 dígitos),82647,nan,Homem,Oxford,Hercules,Helmer,Castanho Escuro Camurça,40,000
873,GTIN inválido (menos de 8 dígitos),82647,nan,Homem,Oxford,Hercules,Helmer,Castanho Escuro Camurça,41,000
874,GTIN inválido (menos de 8 dígitos),82647,nan,Homem,Oxford,Hercules,Helmer,Castanho Escuro Camurça,42,000
875,GTIN inválido (menos de 8 dígitos),82647,nan,Homem,Oxford,Hercules,Helmer,Castanho Escuro Camurça,43,000
876,GTIN inválido (menos de 8 dígitos),82647,nan,Homem,Oxford,Hercules,Helmer,Castanho Escuro Camurça,44,000
877,GTIN inválido (menos de 8 dígitos),82647,nan,Homem,Oxford,Hercules,Helmer,Castanho Escuro Camurça,45,000
878,GTIN inválido (menos de 8 dígitos),82721,nan,Homem,Loafer,Hercules,Augusto,Castanho Escuro Camurça,39,000
879,GTIN inválido (menos de 8 dígitos),82721,nan,Homem,Loafer,Hercules,Augusto,Castanho Escuro Camurça,40,000
880,GTIN inválido (menos de 8 dígitos),82721,nan,Homem,Loafer,Hercules,Augusto,Castanho Escuro Camurça,41,000
881,GTIN inválido (menos de 8 dígitos),82721,nan,Homem,Loafer,Hercules,Augusto,Castanho Escuro Camurça,42,000
882,GTIN inválido (menos de 8 dígitos),82721,nan,Homem,Loafer,Hercules,Augusto,Castanho Escuro Camurça,43,000
883,GTIN inválido (menos de 8 dígitos),82721,nan,Homem,Loafer,Hercules,Augusto,Castanho Escuro Camurça,44,000
884,GTIN inválido (menos de 8 dígitos),82721,nan,Homem,Loafer,Hercules,Augusto,Castanho Escuro Camurça,45,000
885,GTIN inválido (menos de 8 dígitos),82798,nan,Homem,Sandálias,Hercules,Reid,Castanho Ecuro,39,000
886,GTIN inválido (menos de 8 dígitos),82798,nan,Homem,Sandálias,Hercules,Reid,Castanho Ecuro,41,000
887,GTIN inválido (menos de 8 dígitos),82798,nan,Homem,Sandálias,Hercules,Reid,Castanho Ecuro,42,000
